h,T,lambda,M,s
16283.71123,-44849247.57,0.0002549,1.849913715,-0.000505257
6036.914776,-90119152.31,3.00E-06,0.197723211,-0.001524443
440.1750859,-72613634.76,1.00E-07,0.01793814,-0.00123064
11890.12737,-37175156.36,0.0002548,1.844392575,-0.000375287
15971.79166,-61617908.23,0.0002548,1.849521745,-0.000789571
16376.313,-86881797.63,0.0002548,1.849847082,-0.001217773
6079.021304,-59934328.41,8.80E-06,0.254872123,-0.001007036
20323.82409,-88575202.94,0.0002549,1.854990671,-0.001246375
4758.693192,-68292875.22,2.10E-06,0.16958195,-0.001155406
5139.420259,-116480332.1,1.80E-06,0.155054386,-0.001972443
9306.861557,-117825018.3,5.40E-06,0.276313347,-0.001991634
29373.9008,-81910792.39,0.0002549,1.866729332,-0.001133419
18907.06733,-95003501.02,0.0002548,1.853027322,-0.001355429
7037.016013,-32091625.05,0.0002547,1.837195975,-0.000289226
28474.94205,-17350156.48,0.0002549,1.865416668,-3.91704E-05
11127.34436,-5015047.15,0.0002549,1.843617033,0.000169899
7579.474632,-47983477.71,0.0002487,1.802009649,-0.000564579
27725.41539,-73119377.64,0.0002549,1.864474785,-0.000984411
18564.20411,-76315337.36,0.0002549,1.852779467,-0.00103858
25596.74033,-99786842.22,0.0002549,1.861616813,-0.001436402
12907.1576,-101988493.2,9.50E-05,0.898096613,-0.001633619
9375.951674,-106704603.6,6.10E-06,0.288661168,-0.001802453
20033.5744,-25496814.13,0.0002549,1.854991932,-0.000177249
9562.813005,-110158500.1,6.10E-06,0.291274985,-0.001860993
3193.058716,-101350040.7,8.00E-07,0.102832516,-0.001716997
9155.810538,-88642597.6,7.60E-06,0.307416531,-0.001494817
31457.35457,-42989059.05,0.000255,1.869164478,-0.000473628
20120.24101,-77613739.96,0.0002549,1.854734841,-0.001060587
4242.448175,-98142039.84,1.40E-06,0.136176218,-0.001662024
21697.2521,-47094556.4,0.0002549,1.856899571,-0.000543313
21000.46588,-116657053.5,0.0002547,1.855474964,-0.001722538
9515.539102,-54623654.5,0.0002543,1.838297579,-0.000671525
16449.03634,-27043587.95,0.0002549,1.850487469,-0.000203466
31688.98468,-29446598.73,0.0002549,1.869455553,-0.000244195
1541.928762,-49503245.59,4.00E-07,0.060314645,-0.000838638
31443.25202,-28119987.26,0.0002549,1.869146756,-0.00022171
27447.79318,-58429549.31,0.000255,1.864125914,-0.000735331
21082.20068,-119312300.9,0.0002547,1.855394675,-0.001767542
19678.04,-75881342.39,0.0002549,1.854362154,-0.001031224
28830.692,-81175842.39,0.0002549,1.865863716,-0.001120962
8222.053969,-61580320.77,0.0001864,1.415772138,-0.000857334
705.5661165,-23335184.24,4.00E-07,0.033826641,-0.000395112
29936.90843,-28818655.99,0.0002549,1.867253829,-0.000233552
2360.520477,-86699389.41,5.00E-07,0.080558318,-0.001468981
28574.86607,-92983920.21,0.0002549,1.865542236,-0.001321099
14286.62259,-4042659.35,0.0002549,1.847587099,0.00018638
20095.97711,-38181418.38,0.0002549,1.85488735,-0.000392243
1641.444882,-63692129.03,4.00E-07,0.0609887,-0.001079128
3845.889048,-81724187.97,1.40E-06,0.130919887,-0.001383756
14909.79092,-67193143.57,0.0002548,1.848004196,-0.000884067
25608.73996,-80260934.72,0.0002549,1.861814892,-0.001105455
4145.867274,-440678.8189,0.0002548,1.83466085,0.000247331
27842.7985,-67767162.76,0.0002549,1.864805292,-0.000893696
10189.73146,-44759254.38,0.0002549,1.842255794,-0.000503731
20617.69673,-25821614.8,0.000255,1.855542962,-0.000182654
100.7207337,-56631011.64,1.00E-07,0.005982569,-0.000959748
3368.715803,-8151423.703,2.54E-04,1.828011253,0.00011584
19158.96971,-33906281.36,0.0002549,1.853709871,-0.000319783
28430.12825,-75794774.74,0.0002549,1.865360353,-0.001029757
4518.467802,-115144984.8,1.40E-06,0.137804074,-0.00195021
13665.93259,-116220992.3,2.05E-05,0.457837117,-0.001949347
21094.62319,-29091352.03,0.000255,1.856142285,-0.000238074
17398.86981,-25456550.39,0.0002549,1.851498065,-0.000176567
21101.26035,-65997956.68,0.0002549,1.856150626,-0.000863709
27107.37922,-106617903,0.0002549,1.863515137,-0.001552183
7380.040213,-76542843.27,5.40E-06,0.257422032,-0.001291936
27997.33808,-69060367.39,0.0002549,1.864816493,-0.000915615
2353.476882,-117008269.6,5.00E-07,0.073229466,-0.001982691
30527.39497,-20567183.88,0.0002549,1.868178856,-9.36963E-05
27928.09001,-4937092.936,0.000255,1.864729473,0.00017132
31054.37795,-26033869.39,0.0002549,1.868658082,-0.000186352
13627.96463,-97846237.99,0.0002317,1.711156405,-0.001426711
29148.83665,-50953799.33,0.0002549,1.866446508,-0.000608724
16416.12496,-108150108.4,0.0002532,1.841296111,-0.001579853
11633.9386,-111930265.9,9.20E-06,0.353718638,-0.001887923
26536.08588,-64613652.33,0.0002549,1.862980229,-0.000840247
14647.80736,-27234234.64,0.0002549,1.848040978,-0.000206697
3229.829852,-13951268.98,0.0002469,1.781354724,1.04378E-05
10538.68819,-42787214.91,0.0002548,1.842511306,-0.000470407
1833.452266,-23147158.48,8.70E-06,0.136991984,-0.000383625
2825.480241,-30231585.89,1.37E-05,0.204118603,-0.0004987
22593.74898,-78766170.64,0.0002549,1.858026142,-0.00108012
19423.76798,-44691960.68,0.0002549,1.854042627,-0.000502591
8149.175767,-38634202.98,0.0002547,1.838959556,-0.000400117
8013.513491,-16775976.47,0.0002549,1.839704078,-2.94386E-05
19795.36128,-115038111.9,0.0002547,1.853777585,-0.001695099
10087.24179,-34225628.26,0.0002548,1.842127002,-0.000325295
3560.034035,-27645355.62,0.0001216,0.947106671,-0.000346965
18210.23449,-26109168.67,0.0002549,1.852517656,-0.000187628
9141.802555,-106648097.2,5.70E-06,0.281595928,-0.001801895
8484.13752,-21084608.36,0.0002548,1.840295482,-0.000102566
11731.44416,-69243374.81,0.0002545,1.842363168,-0.000919117
17555.03107,-34956617.28,0.0002549,1.851694303,-0.000337585
2871.391828,-36664031.53,2.90E-06,0.129512297,-0.000618524
26091.59827,-61464594.07,0.0002549,1.862421669,-0.000786873
16353.1517,-95519147.26,0.0002547,1.849268976,-0.001364269
31679.49751,-66793135.51,0.0002549,1.869443631,-0.000877187
29008.02845,-119068647.7,0.0002548,1.866086564,-0.001763313
5539.560994,-80503641.24,2.70E-06,0.188131218,-0.001361768
18632.24087,-54008128.66,0.0002549,1.853047964,-0.000660492
30648.35884,-91617962.37,0.0002549,1.868147864,-0.001297947
30393.28896,-6298814.412,0.0002549,1.867827333,0.00014814
31737.61648,-35503796.51,0.0002549,1.869516665,-0.000346859
2256.082437,-50208076.1,7.00E-07,0.087564077,-0.000850284
8315.831264,-63214108.65,0.0001715,1.321827982,-0.000899926
25710.51977,-79724816.88,0.0002549,1.861942792,-0.001096368
6325.401865,-104488236.7,2.80E-06,0.197719734,-0.001768187
26563.82324,-117471278.2,0.0002549,1.862832085,-0.001736139
24698.06984,-62044091.58,0.0002549,1.86067051,-0.000796695
17083.77484,-97139244.68,0.0002548,1.850370105,-0.001391628
3950.188274,-101258250.9,1.10E-06,0.126292953,-0.001715142
17390.33535,-83696759.22,0.0002548,1.85112134,-0.001163789
10917.75408,-11372832.06,0.0002549,1.843353654,6.21401E-05
18771.95377,-19686415.87,0.0002549,1.853406533,-7.87681E-05
14718.52107,-68734914.87,0.0002549,1.847763839,-0.000910099
14317.51502,-118232763.2,3.18E-05,0.53460092,-0.001972145
27310.85023,-102190511.1,0.0002549,1.863770827,-0.001477143
23659.06991,-99116978.52,0.0002549,1.859181864,-0.001425049
15072.67297,-1390289.844,0.0002549,1.848757879,0.000231336
31369.92023,-67128509.48,0.0002549,1.869237604,-0.000882871
26974.18664,-99038847.85,0.0002549,1.863530763,-0.001423725
29281.98199,-5291341.704,0.0002549,1.866430824,0.000165216
20226.15781,-40850923.58,0.0002549,1.85505094,-0.000437489
28002.47072,-103647557.6,0.0002549,1.864822943,-0.001501838
15090.23566,-3990492.947,0.0002549,1.848596949,0.000187265
10742.00784,-118657284.8,7.20E-06,0.317827805,-0.00200394
23400.35109,-108791650.7,0.0002548,1.858856748,-0.001589126
14902.18785,-71597193.37,0.0002548,1.847994642,-0.000958712
17013.10976,-74353.37526,0.0002549,1.851196304,0.00025364
24434.72924,-9461995.966,0.0002549,1.860522586,9.45272E-05
3359.977835,-45923967.58,1.70E-06,0.133420273,-0.000776672
12021.28765,-105040954.7,1.62E-05,0.410020396,-0.001764155
1689.700439,-60946510.48,4.00E-07,0.06361134,-0.001032592
23442.24357,-70399404.14,0.0002549,1.859092392,-0.00093831
18572.29019,-83841340.99,0.0002548,1.852789628,-0.00116624
11711.00123,-89942488.35,0.0001537,1.238620478,-0.001370749
15633.50306,-45203339.25,0.0002549,1.849096639,-0.000511258
23209.50814,-98207706,0.0002549,1.858616928,-0.001409637
30792.8691,-118647317.7,0.0002549,1.868146461,-0.001756071
29205.76668,-78123720.55,0.0002549,1.866335049,-0.001069231
3373.854166,-25859028.76,1.26E-04,0.97578671,-0.000312089
13463.65434,-110523526.9,4.02E-05,0.576715927,-0.00183308
21020.33879,-83924879.18,0.0002548,1.855865937,-0.001167656
136.2273331,-43757930.07,1.00E-07,0.007308188,-0.00074156
17805.81301,-104633902.2,0.0002547,1.851094445,-0.001518756
23451.75725,-49013248.87,0.0002549,1.859104347,-0.000575833
10475.23772,-35881295.23,0.0002548,1.842614572,-0.000353358
4655.819839,-3818818.565,0.0002548,1.835301676,0.000190074
14783.10711,-102288643.3,0.000247,1.803559,-0.001486706
29093.76567,-22921962.08,0.0002549,1.866377304,-0.000133608
19759.77577,-29362045.08,0.0002549,1.854464867,-0.000242762
4784.690348,-75133236.85,2.10E-06,0.165954619,-0.001271345
20522.02404,-83934284.46,0.0002549,1.855239736,-0.001167715
20404.85711,-47559850.43,0.0002549,1.8552755,-0.000551199
21768.69256,-116453751.9,0.0002548,1.856440346,-0.001718992
9572.829878,-103496631.6,6.40E-06,0.298058573,-0.00174778
10479.89946,-78451269.56,0.000192,1.46271243,-0.001137683
18785.66547,-73644432.78,0.0002548,1.853240763,-0.000993411
4385.972639,-96237852.62,1.40E-06,0.141846576,-0.00162975
4169.778788,-6574473.436,0.0002548,1.834324899,0.000143368
10274.26436,-62308836.17,0.0002539,1.837055021,-0.000802182
9815.540697,-64532794.6,0.0002499,1.811041572,-0.000843876
10887.66002,-85805691.17,0.0001152,0.999502837,-0.001339134
15322.87435,-22522565.73,0.0002549,1.848889292,-0.000126838
18638.04526,-21129765.19,0.0002549,1.853238258,-0.000103232
31247.11325,-86553436.77,0.0002549,1.868900281,-0.001212107
28965.26633,-39047807.65,0.000255,1.866215827,-0.000406827
8942.661577,-75059213.29,5.05E-05,0.57707368,-0.00122169
27022.91798,-88848715.97,0.0002549,1.863592,-0.00125101
24905.63503,-78697894.93,0.0002549,1.860931344,-0.001078963
15056.19846,-74187307.34,0.0002548,1.848188177,-0.001002612
2918.134863,-86726058.47,8.00E-07,0.098461036,-0.001469133
10369.99464,-42729646.34,0.0002548,1.84248232,-0.000469431
17206.16327,-74233807.36,0.0002548,1.851072902,-0.0010034
9978.467262,-63829219.7,0.0002519,1.825154312,-0.000829951
23560.53791,-18734532.49,0.000255,1.859241045,-6.25344E-05
18390.06627,-32572195.75,0.0002549,1.852743639,-0.000297171
6413.635279,-84105747.54,3.40E-06,0.214117612,-0.001422121
4057.529793,-10898247.08,2.55E-04,1.832170842,6.98839E-05
27113.0878,-50581106.38,0.000255,1.863888311,-0.000602307
742.8805171,-20855829.19,9.00E-07,0.039546531,-0.000352589
11467.56818,-107448623.5,9.70E-06,0.357352571,-0.001811463
31540.48924,-110932083.2,0.0002549,1.869085948,-0.001625305
30451.49855,-73038647.22,0.000255,1.867900482,-0.000982943
30385.04496,-113395275.6,0.0002549,1.867633974,-0.001667054
7257.692308,-59035205.64,9.29E-05,0.819078285,-0.000907697
7486.16611,-56453757.71,0.0001765,1.349150394,-0.000780343
590.720012,-68138988.23,1.00E-07,0.023617321,-0.001154798
29887.39773,-9299364.561,0.0002549,1.867374612,9.72837E-05
23172.65168,-68453035.73,0.0002549,1.858753613,-0.000905321
9884.968578,-3412968.893,0.0002549,1.842055818,0.000197053
14703.52687,-67385177.51,0.0002548,1.847744997,-0.000887322
8587.340146,-118857436.6,4.70E-06,0.25473017,-0.002009833
18710.07856,-38455631.9,0.0002549,1.853145778,-0.00039689
820.2764767,-62941316.19,1.00E-07,0.03195779,-0.001066702
6605.699457,-30567732.81,0.0002546,1.835738967,-0.000263497
1221.895009,-57951259.65,1.00E-07,0.046919479,-0.000982125
10651.76494,-112280563.2,7.50E-06,0.321923403,-0.00189556
28947.90381,-60821126.5,0.000255,1.866194009,-0.000775867
24091.0163,-71961431.77,0.0002549,1.859907664,-0.000964785
9019.407608,-7222223.914,0.0002549,1.840968122,0.000132489
23688.28063,-94560028.37,0.0002548,1.859218571,-0.001347912
23517.09892,-8357377.888,0.0002549,1.859186458,0.00011325
23456.26625,-111213428.2,0.0002548,1.858927013,-0.001630173
17880.87757,-98761039.62,0.0002548,1.851554773,-0.001419116
26252.17906,-118686746.3,0.0002548,1.862440461,-0.00175684
14178.35298,-73745834.34,0.0002548,1.847085044,-0.000995129
6576.870727,-66726339.34,6.00E-06,0.24707974,-0.001124955
22353.48621,-104114047.7,0.0002548,1.857541219,-0.001509845
22360.738,-35949673.17,0.000255,1.857733332,-0.000354316
20539.3971,-33631362.83,0.0002549,1.855444568,-0.000315123
31108.42706,-46673929.65,0.000255,1.868909002,-0.000536084
2239.549475,-102708138.8,5.00E-07,0.073086301,-0.001740316
13232.6005,-53772764.1,0.0002549,1.846079576,-0.000656503
9294.85064,-95264433.87,6.60E-06,0.298624254,-0.001608051
21328.26385,-49116827.06,0.0002549,1.856618887,-0.000577589
29189.89111,-4526165.789,0.0002549,1.866315099,0.000178185
1235.068882,-43867223.45,4.00E-07,0.049864033,-0.000743112
5908.250064,-101921751.8,2.70E-06,0.186215526,-0.001724787
6437.441939,-104929127.4,3.10E-06,0.200605528,-0.00177536
14596.76453,-10178353.98,0.0002549,1.848159835,8.23855E-05
2907.388597,-60555790.46,1.10E-06,0.107780532,-0.001025269
3781.461991,-108217778.8,1.10E-06,0.118394925,-0.0018331
31580.27838,-16518544.51,0.000255,1.869318948,-2.49753E-05
31820.99569,-85240632.65,0.0002549,1.869804443,-0.001189856
20899.00474,-83194701.45,0.0002548,1.855713464,-0.00115528
20777.62213,-7091764.769,0.0002549,1.85592693,0.000134701
20340.28054,-9231080.701,0.000255,1.85519435,9.8541E-05
16316.30415,-99641637.18,0.0002546,1.848307673,-0.001434241
24327.35954,-97648817.4,0.0002548,1.860021662,-0.001400265
15962.86475,-85031994.84,0.0002548,1.849327527,-0.00118642
11291.52491,-70255771.56,0.0002537,1.837784349,-0.000937076
30655.50251,-2576992.457,0.0002549,1.868339841,0.000211222
14216.9299,-116617939.9,3.69E-05,0.564852521,-0.001939675
15565.55732,-47939609,0.0002549,1.849194256,-0.000557636
7534.890096,-42602559.82,0.0002536,1.830867622,-0.000468477
18214.4054,-78939636.82,0.0002549,1.852339897,-0.00108306
20752.72114,-67715476.78,0.0002549,1.855529639,-0.00089282
1940.439451,-110176679.8,5.00E-07,0.062279428,-0.001866901
9966.81705,-106247912.8,6.80E-06,0.307154672,-0.001794012
26662.86547,-79271299.77,0.0002549,1.863139545,-0.001088681
2226.604839,-44590486.88,7.00E-07,0.088076034,-0.000755071
5776.269495,-8542577.54,0.0002548,1.836709674,0.000110011
5498.513722,-80436004.15,2.70E-06,0.186981636,-0.001360622
6851.214737,-48830993.56,0.000214,1.57966449,-0.000613644
5111.427779,-100479713.8,2.10E-06,0.16215621,-0.001700946
13046.78911,-64231726.09,0.0002548,1.845663079,-0.000833873
23575.55726,-23796963.98,0.000255,1.859259919,-0.000148338
21224.9231,-66902332.8,0.0002549,1.856123025,-0.000879038
4790.317812,-88816881.37,1.80E-06,0.158458691,-0.001503571
114.439643,-8983476.428,6.30E-06,0.051017809,-0.000145962
5662.617863,-60388421.64,4.50E-06,0.216650855,-0.001019033
9672.430771,-107204950.3,6.40E-06,0.297451735,-0.001810633
31781.97316,-2807642.046,0.000255,1.869572405,0.000207413
20957.1136,-111717612.4,0.0002548,1.855420486,-0.001638719
11098.28538,-91686158.83,4.97E-05,0.603755517,-0.001504303
16.10161773,-24802256.1,1.00E-07,0.002582234,-0.000420277
9971.87573,-16300162.23,0.0002549,1.842165029,-2.13739E-05
27825.00801,-361476.9542,0.0002549,1.864599936,0.000248773
294.728896,-119027627.6,1.00E-07,0.012997367,-0.002017317
28689.54026,-20255417.46,0.0002549,1.86586934,-8.84122E-05
8659.013905,-33495504.15,0.0002548,1.840332238,-0.00031292
21965.47534,-87443581.02,0.0002548,1.85705363,-0.001227295
19898.7539,-15511462.64,0.000255,1.854639512,-7.90615E-06
24291.89633,-88735858.06,0.0002549,1.860160097,-0.001249098
14694.97416,-27799637.22,0.0002549,1.848100249,-0.00021628
8970.360956,-83213327.21,1.07E-05,0.326032488,-0.001399695
14463.72604,-50813883.43,0.0002549,1.847626654,-0.000606352
14044.50788,-140952.7364,0.0002549,1.847282849,0.000252511
21512.93151,-59310503.69,0.0002549,1.856667947,-0.000750363
7199.331844,-80568712.59,4.50E-06,0.243835947,-0.001361071
24413.66049,-93884917.51,0.0002549,1.860313111,-0.00133637
18426.65388,-74150453.7,0.0002549,1.852606616,-0.001001887
31650.36833,-105906539.4,0.0002549,1.869407026,-0.001540126
13614.49877,-78109704.39,0.0002547,1.845644484,-0.001069193
11055.2217,-22299189.04,0.0002549,1.843526401,-0.000123052
3335.677219,-26417285.83,1.09E-04,0.855873736,-0.000339151
1682.039725,-113204294.7,4.00E-07,0.054268713,-0.001918317
29979.46518,-90738241.7,0.0002549,1.867307307,-0.001283036
22162.58602,-21732475.27,0.000255,1.857484327,-0.000113347
29931.14389,-12453443.55,0.000255,1.867429585,4.39247E-05
7779.599186,-16787966.77,0.0002549,1.839227133,-2.96418E-05
22491.40027,-113731653.9,0.0002548,1.857531527,-0.001672855
18608.82156,-26919743.08,0.0002549,1.853018535,-0.000201367
25171.95547,-117558707.8,0.0002548,1.860900012,-0.00173772
14559.90069,-89653444.28,0.0002544,1.845734511,-0.00126515
19869.08123,-111006805.7,0.0002547,1.854053224,-0.001626771
29263.61205,-73098428.74,0.0002549,1.866590739,-0.000984056
9061.824482,-96615507.42,6.20E-06,0.289364424,-0.001631351
22677.91972,-94171281.46,0.0002549,1.857948914,-0.001341223
540.3499049,-64269653.6,1.00E-07,0.021724024,-0.001089216
19020.3529,-117098488.9,0.0002545,1.85188868,-0.00173022
5308.283977,-21457378.06,0.0002544,1.833742586,-0.000109284
19324.93841,-72843236.85,0.0002549,1.853918434,-0.000979731
10111.87059,-113498148.5,6.80E-06,0.304408951,-0.001916897
5310.843207,-20605808.45,0.0002545,1.833928802,-9.4751E-05
10384.54471,-22389508.03,0.0002549,1.842683604,-0.000124583
5505.989416,-111464885.7,2.10E-06,0.16887403,-0.001887135
15007.76388,-88521070.37,0.0002547,1.847212312,-0.001245657
4125.433152,-41612357.85,1.28E-05,0.234300172,-0.000692494
15776.94353,-50256447.18,0.0002549,1.849276892,-0.000596904
5334.202533,-43235674.32,0.0001011,0.841915157,-0.000631708
7921.821104,-12878711.13,0.0002549,1.839405854,3.66168E-05
2787.962723,-12492993.25,0.0002391,1.727363457,2.73544E-05
697.7640759,-98227399.51,1.00E-07,0.025764836,-0.001664771
3286.422523,-2112574.817,0.0002547,1.83248284,0.000218894
4668.567058,-102330160.9,1.80E-06,0.147508694,-0.00173261
10670.60129,-64049387.55,0.0002542,1.839200073,-0.000831383
28200.98937,-86329485.89,0.0002549,1.865072408,-0.001208312
2775.641879,-92726782,8.00E-07,0.091876974,-0.00157084
13015.37252,-70163315.04,0.0002548,1.845440599,-0.000934409
13111.69001,-38780602.97,0.0002549,1.845927636,-0.000402398
30004.28062,-25298259.81,0.0002549,1.867521491,-0.000173884
19221.4907,-117923840.2,0.0002545,1.852324438,-0.001744209
5874.884712,-65723254.51,3.90E-06,0.213623598,-0.001110053
